feature,mean_abs_weight
pdays,0.32438318449504394
duration,0.24703899563138604
previous,0.1643268371244317
default,0.1323114325211641
contact,0.06463751979346444
loan,0.045208685473775836
campaign,0.04102523205743039
housing,0.038657688320689707
month,0.02975073856052096
job,0.023520823287186833
