feature,mean_abs_weight
zgpa,0.11103849384413705
decile3,0.09615723485415457
lsat,0.09588622899399617
tier,0.07022219966254697
ugpa,0.03741648233663572
zfygpa,0.03517043442978635
sex,0.028808359234706784
fulltime,0.027138986669232316
decile1b,0.01802054182034434
fam_inc,0.01630549412391402
