feature,mean_abs_weight
capital.gain,0.1849409862922271
hours.per.week,0.10619560380293133
marital.status,0.10102659633051148
education.num,0.09966392032308714
sex,0.08874013114486945
capital.loss,0.08511463990925049
native.country,0.06519354258400661
age,0.03465998503426972
workclass,0.034010541347046876
education,0.03106127876380104
