feature,mean_abs_weight
duration,0.2207335143070549
previous,0.20727800999642437
default,0.1623434843039375
pdays,0.11058630641338923
loan,0.06508950389683207
contact,0.05778492957065619
education,0.05203171410305943
month,0.05127281303526489
campaign,0.03775943490248686
housing,0.03150239316586728
