feature,mean_abs_weight,bin
decile1b,0.0221939334001861,Medium
decile3,0.05669471906782842,High
lsat,0.06732216310307282,High
ugpa,0.013450965671370215,Low
zfygpa,0.033464511221329186,High
zgpa,0.08387631596688667,High
fulltime,0.01085298125941015,Low
fam_inc,0.007295934087512826,Low
sex,0.028578383953500278,Medium
race,0.002148378093635551,Low
tier,0.030484934833350755,Medium
