feature,mean_abs_weight
zgpa,0.08387631596688667
lsat,0.06732216310307282
decile3,0.05669471906782842
zfygpa,0.033464511221329186
tier,0.030484934833350755
sex,0.028578383953500278
decile1b,0.0221939334001861
ugpa,0.013450965671370215
fulltime,0.01085298125941015
fam_inc,0.007295934087512826
