feature,mean_abs_weight
education.num,0.20204560041102815
capital.loss,0.15800449238912853
relationship,0.14695591547134065
capital.gain,0.13463970972437536
age,0.12008808866420174
hours.per.week,0.0874453002195074
marital.status,0.08083815872739693
native.country,0.07693956285120923
sex,0.051150273475657704
education,0.03312535101989821
