feature,mean_abs_weight,bin
decile1b,0.02410340619564648,Low
decile3,0.05390462208467257,High
lsat,0.05812030147449235,High
ugpa,0.026082784885776276,Low
zfygpa,0.033040449218768954,Medium
zgpa,0.02877890677241697,Medium
fulltime,0.029717738034037957,Medium
fam_inc,0.0001919769648868233,Low
sex,0.04577794619850544,High
race,0.005931006361881219,Low
tier,0.04931774079588676,High
