feature,mean_abs_weight
pdays,0.30398005030408065
duration,0.21276858566962514
previous,0.14766523930213493
default,0.11406497784803217
contact,0.0673542125245642
housing,0.05608854759024942
campaign,0.039390978376764266
month,0.03921019154445004
loan,0.036779128106566986
job,0.03424523896475714
