feature,mean_abs_weight
marital.status,0.21136994485529176
capital.gain,0.1743882123204465
capital.loss,0.14876480224669592
education.num,0.10585903502162475
age,0.08750074565341057
relationship,0.07717334903643577
hours.per.week,0.06902738216978187
native.country,0.06894767003241273
sex,0.06667069723094646
occupation,0.041547830205601446
