feature,mean_abs_weight
pdays,0.25857494746277754
previous,0.24440605195455908
duration,0.24126578935981582
default,0.16448371769807466
contact,0.06804990617532418
campaign,0.05493621306988189
education,0.05465281270211084
loan,0.046212156612701956
housing,0.036885850318033875
month,0.03317258447781639
