feature,mean_abs_weight
zgpa,0.11289557941386758
decile3,0.0914777865404734
lsat,0.07541958372091166
tier,0.07309510907489515
sex,0.0313509048148169
zfygpa,0.026690688654161382
fulltime,0.025736453765273285
ugpa,0.02228693157685456
fam_inc,0.014161524175531683
decile1b,0.013449099522843545
