feature,mean_abs_weight,bin
decile1b,0.029808618880422036,Medium
decile3,0.0662847575908392,High
lsat,0.066102646270984,High
ugpa,0.011881506816706622,Low
zfygpa,0.025095737857981804,Medium
zgpa,0.07318086598334814,High
fulltime,0.009637244456829263,Low
fam_inc,0.018886065678578312,Medium
sex,0.004219567950591514,Low
race,0.002148378093635551,Low
tier,0.03618334952226501,High
