feature,mean_abs_weight
zgpa,0.07318086598334814
decile3,0.0662847575908392
lsat,0.066102646270984
tier,0.03618334952226501
decile1b,0.029808618880422036
zfygpa,0.025095737857981804
fam_inc,0.018886065678578312
ugpa,0.011881506816706622
fulltime,0.009637244456829263
sex,0.004219567950591514
